ProductoID,Marca,Descripción,DescripciónID,Tamaño,TamañoID
847546446,8475,J Roget Extra Dry,4644,187mL,6
848023841,8480,Clan MacGregor,2384,1.75L,1
849106350,849,Bols Peach Schnapps,1063,Liter,50
849872350,8498,R M Woodbridge Svgn Bl Cal,7235,1.5L,0
850472240,8504,R M Woodbridge Cab Svgn Cal,7224,1.5L,0
850663491,8506,Myers Original Dark Rum,6349,1.75L,1
851260541,8512,Baileys Irish Cream,605,750mL,41
851560341,8515,Baileys Chocolate Cherry,603,750mL,41
851760941,8517,Baileys Salted Caramel,609,750mL,41
852011731,8520,Brady's Irish Cream,1173,1.75L,1
853104850,853,Bols Butterscotch,1048,Liter,50
853543924,8535,Arrow Peppermint Schnapps,439,375mL,24
854790150,854,Seagrams VO Canadian Whiskey,7901,Liter,50
855076871,8550,S S Pierce Vodka,7687,1.75L,1
856228621,8562,DeKuyper Peachtree Trav,2862,1.75L,1
856230941,856,Chinaco Blanco Tequila,2309,750mL,41
856322911,8563,Chi Chi's Chocolate Malt RTD,2291,1.75L,1
857501250,857,Kahlua,5012,Liter,50
857922941,8579,Chi Chi's Orange Cream RTD,2294,1.75L,1
858021241,8580,Alize Coco Liqueur,212,750mL,41
858147450,858,Canadian Club,1474,Liter,50
859043941,8590,Arrow Peppermint Schnapps,439,750mL,41
860106150,860,Bols Orange Curacao,1061,Liter,50
860660433,8606,Baileys Espresso Creme,604,50mL,33
861241471,8612,Grand Marnier,4147,1.75L,1
861755441,8617,Bacardi Black,554,750mL,41
862471450,862,Jacques Bonet Brandy,4714,Liter,50
862634141,8626,Ezra Brooks,3414,1.75L,1
862934161,8629,Ezra Brooks Cinnamon Bourbon,3416,1.75L,1
863239141,8632,Arak-Gantous & Abouraad,391,750mL,41
863457970,8634,Manischewitz Cream White Cnd,5797,1.5L,0
863862650,863,Ten High Bourbon,8626,Liter,50
864249381,8642,Jose Cuervo RTD Pink Lemonad,4938,1.75L,1
864623050,864,Montezuma Tequila Gold,6230,Liter,50
865623150,865,Montezuma Tequila White,6231,Liter,50
865810741,8658,Absente 'Absinthe Refined',107,750mL,41
866445941,8664,Asbach Uralt German Brandy,459,750mL,41
867137941,8671,Appleton Est VX Jamaican Rum,379,750mL,41
867475090,8674,Riunite Moscato,7509,1.5L,0
867673741,8676,Barterhouse Bourbon,737,750mL,41
867760750,867,Rosita Tequila Liqueur,7607,Liter,50
867863941,8678,Banfi Chianti Clsc RSV,639,750mL,41
868026741,8680,Crown Royal,2674,1.75L,1
868857250,868,Tanqueray Ten Gin,8572,Liter,50
869283250,869,DeKuyper Anisette,2832,Liter,50
869955600,8699,Livingston Rhine Calif,5560,1.5L,0
870086141,8700,Beringer Knights Vly Cab Svg,861,750mL,41
870162350,870,Carpano Antica Formula,1623,Liter,50
870179840,8701,Sheffield Cream Sherry,7984,1.5L,0
870483841,8704,Beringer Chard Napa Vly,838,750mL,41
870555550,8705,Livingston Clrs Red Rose,5555,1.5L,0
871227191,8712,Cuervo RTD Golden Grapefruit,2719,1.75L,1
871283450,871,DeKuyper Blackberry Brandy,2834,Liter,50
872043141,8720,Arrow Blue Curacao,431,750mL,41
872284250,872,DeKuyper Cherry Brandy,2842,Liter,50
872660533,8726,Baileys Irish Cream,605,50mL,33
874284550,874,DeKuyper Creme de Banana,2845,Liter,50
875284650,875,DeKuyper Creme de Cacao Dark,2846,Liter,50
876284750,876,DeKuyper Creme de Cacao Whit,2847,Liter,50
877284850,877,DeKuyper Creme de Cassis,2848,Liter,50
877812621,8778,Bulleit Bourbon,1262,1.75L,1
878285150,878,DeKuyper Green Creme de Ment,2851,Liter,50
879010360,8790,Bolla Valpolicella,1036,1.5L,0
879287650,879,DeKuyper White Creme de Ment,2876,Liter,50
879334511,8793,Fabrizia's Margarita RTD,3451,1.75L,1
880819950,880,Sobieski Vanilla Vodka,8199,Liter,50
881285250,881,DeKuyper Hazelnut,2852,Liter,50
882210933,8822,Absolut 80 Proof,109,50mL,33
882285450,882,DeKuyper Hot Damn Cinnamon,2854,Liter,50
883678941,883,Patron Burdeos Anejo Tequila,6789,750mL,41
884012841,8840,Burnetts Gin,1284,1.75L,1
884285950,884,DeKuyper Orange Curacao,2859,Liter,50
887286650,887,DeKuyper Razzmatazz,2866,Liter,50
887537930,8875,Freixenet Cordon Negro Brut,3793,1.5L,0
888286950,888,DeKuyper Sloe Gin,2869,Liter,50
889287050,889,DeKuyper Sour Apple Pucker,2870,Liter,50
889895771,8898,Yukon Jack,9577,1.75L,1
890715960,8907,Carlo Rossi Burgundy Calif,1596,1.5L,0
890816060,8908,Carlo Rossi Rhine Calif,1606,1.5L,0
890819450,890,Sobieski Cytron Vodka,8194,Liter,50
890915970,8909,Carlo Rossi Chablis Calif,1597,1.5L,0
891875641,8918,Beat 3 Reserve,756,750mL,41
892911841,892,Uncle Val's Botanical Gin,9118,750mL,41
895772250,895,Sambuca Romana,7722,Liter,50
896766150,896,Rumpleminze,7661,Liter,50
897045391,8970,Ice Box Manhattan,4539,1.75L,1
897622850,897,Montezuma Blue,6228,Liter,50
897675841,8976,Beat 3 White Kosher Whiskey,758,750mL,41
900157250,900,Capt Morgan Parrot Bay Coco,1572,Liter,50
901265124,901,Creta Olympia White,2651,375mL,24
902265024,902,Creta Olympia Red,2650,375mL,24
903107650,903,Bombay Sapphire Gin,1076,Liter,50
904577950,904,Malibu Rum,5779,Liter,50
905285050,905,DeKuyper Grape Pucker,2850,Liter,50
906287450,906,DeKuyper Watermelon Pucker,2874,Liter,50
910408450,910,Goldschlager Cinnamon Schnps,4084,Liter,50
911957750,911,Yukon Jack,9577,Liter,50
912815650,912,Smirnoff Vanilla Vodka,8156,Liter,50
913814350,913,Smirnoff Raspberry Vodka,8143,Liter,50
914813750,914,Smirnoff Orange Vodka,8137,Liter,50
915812650,915,Smirnoff Citrus Vodka,8126,Liter,50
917314441,917,Douce Provence Pear Liqueur,3144,750mL,41
918812450,918,Smirnoff Cherry Vodka,8124,Liter,50
920820050,920,Sobieski Vodka,8200,Liter,50
921331141,921,El Tesoro Platinum Tequila,3311,750mL,41
923286050,923,DeKuyper Peach Pucker,2860,Liter,50
924558941,924,Lombardo Marsala Ambra Dry,5589,750mL,41
925427141,925,Hangar One Vodka,4271,750mL,41
926426941,926,Hangar One Kaffir Lime Vodk,4269,750mL,41
927427041,927,Hangar One Mandarin Blossom,4270,750mL,41
928426841,928,Hangar One Citron,4268,750mL,41
929285550,929,DeKuyper Island Punch Pucker,2855,Liter,50
930439041,9304,Arak Razzouk,390,750mL,41
930674833,930,Pallini Limoncello Liqueur,6748,50mL,33
932752641,932,Robert Sinskey Marcien Red,7526,750mL,41
934857441,934,Tanteo Jalapeno Tequila,8574,750mL,41
935857541,935,Tanteo Tropical Tequila,8575,750mL,41
936857341,936,Tanteo Cocoa Tequila,8573,750mL,41
938468141,938,Jack Daniels Master Dist VAP,4681,750mL,41
942404441,942,Glenmorangie Nectar D'Or,4044,750mL,41
945928141,945,Vincent Van Gogh Pineapple,9281,750mL,41
950592941,950,Mastersons 10 Yr Old Rye,5929,750mL,41
954699450,954,Pinnacle Blueberry Vodka,6994,Liter,50
956494150,956,Jose Cuervo Tradicional,4941,Liter,50
957426741,957,Hangar One Blueberry Vodka,4267,750mL,41
966679341,966,Patron Citronge Orange Liqu,6793,750mL,41
967232550,967,Chopin Vodka,2325,Liter,50
970713341,970,Prairie Organic Kosher Vodka,7133,750mL,41
971781350,971,Sauza Extra Gold Tequila,7813,Liter,50
972237450,972,Ciroc Snap Frost Vodka,2374,Liter,50
975316950,975,Drambuie,3169,Liter,50
976596450,976,McCormick Gold Label Bourbon,5964,Liter,50
977596850,977,McCormick Scotch,5968,Liter,50
978756850,978,Ron Rio Silver Rum,7568,Liter,50
979675350,979,Pancho Villa Rojo,6753,Liter,50
981597050,981,McCormick Triple Sec,5970,Liter,50
982596750,982,McCormick Long Island Iced,5967,Liter,50
984680241,984,Patron XO Cafe Liqueur,6802,750mL,41
996438241,996,Herradura Seleccion Suprema,4382,750mL,41
998260341,998,Corralejo Blanco Tequila,2603,750mL,41
999479441,999,Jameson 18 Year Old,4794,750mL,41
1000409941,1000,Goslings Dark'n Stormy VAP,4099,750mL,41
1003267541,1003,Crown Royal +2 Reusable Cups,2675,750mL,41
1004488441,1004,Jim Beam w/2 Rocks Glasses,4884,750mL,41
1005576225,1005,Maker's Mark Combo Pack,5762,375mL 2 Pk,25
1006486836,1006,Jim Beam Candy Cane 4/50mLs,4868,50mL 4 Pk,36
1009735346,1009,Rebel Yell Variety Pack,7353,750mL 3 Pk,46
1012263341,1012,Courvoisier VSOP VAP,2633,750mL,41
1013502241,1013,Kahlua Pumpkin Spice Liqueur,5022,750mL,41
1016329641,10163,Andre Bjls Vlgs La Treille,296,750mL,41
1016429741,10164,Andre Bourgogne Pnt Nr RSV,297,750mL,41
1017588941,10175,Big House Birdman Pnt Grigio,889,750mL,41
1019317141,1019,Drambuie Glass Pack,3171,750mL,41
1021827641,1021,St Brendans Peppermint Bark,8276,750mL,41
1022827741,1022,St Brendans Salted Caramel,8277,750mL,41
1023338899,10233,Gallo Twin Vly Moscato,3889,187mL 4 Pk,9
1023435941,1023,Hennessy VSOP Cognac + 50mL,4359,750mL,41
1023579850,10235,Sheffield Marsala Silver Lne,7985,1.5L,0
1024435041,1024,Hennessey VS +VSOP 50mL,4350,750mL,41
1025383741,1025,Fulton's Harvest Pumpkin Liq,3837,750mL,41
1025484141,10254,Beringer Classic Chard,841,750mL,41
1026662441,1026,Ole Smoky Apple Pie Pour Pak,6624,750mL,41
1029383641,1029,Fulton's Harvest Apple Pie L,3836,750mL,41
1029617741,10296,Alamos Slcn Malbec Mendoza,177,750mL,41
1029817841,10298,Alamos Torrontes,178,750mL,41
1030663441,1030,Ole Smoky Pumpkin Pie,6634,750mL,41
1032951141,1032,Woodford Rsv MC Classic Malt,9511,750mL,41
1033231341,1033,Chivas Regal w/ 2 Glasses,2313,750mL,41
1034630641,1034,Mr Boston Holiday Nog,6306,750mL,41
1035702944,1035,Pinnacle Vodka Gift Pak,7029,750mL + 3/,44
1035915241,10359,Adelsheim Elizbth RSV Pnt Nr,152,750mL,41
1036480013,1036,Jameson Trilogy Pack,4800,200mL 3 Pk,13
1037466441,1037,JP Wiser's Rye w/ 2 Glasses,4664,750mL,41
1039884841,1039,Three Olives Vodka w/Flask,8848,750mL,41
1042069641,10420,Barefoot Moscato Cal,696,750mL,41
1045403713,1045,Glenfiddich Trio 200ml Pack,4037,200mL 3 Pk,13
1048627541,1048,Mother's Holiday Nog,6275,750mL,41
1049660941,1049,Old New England Pumpkin Nog,6609,750mL,41
1050451824,1050,Hudson Maple Cask Rye,4518,375mL,24
1051950541,1051,Woodford Reserve MC 1838,9505,750mL,41
1059624238,10596,Almaden Mt Rhine Calif B/B,242,5L,38
1059661841,1059,Old St Nick's Egg Nog,6618,750mL,41
1060467650,1060,Jack Daniels Bruins Glass Pk,4676,Liter,50
1061233241,1061,Christian Bros Holiday Nog,2332,750mL,41
1062660700,10626,MezzaCorona Pnt Nr,6070,1.5L,0
1062827850,1062,St Christopher Gluhwein,8278,Liter,50
1063237250,1063,Ciroc Pineapple Vodka,2372,Liter,50
1064468041,1064,Jack Daniels Honey + Glass,4680,750mL,41
1065294435,1065,DiSaronno Cavalli Collection,2944,50mL 3 Pk,35
1066294541,1066,DiSaronno Cavalli Glass Pack,2945,750mL,41
1068156741,1068,Capt Morgan Jack O Blast,1567,750mL,41
1069824424,1069,Spade&Bushel 10yr Irish Wsky,8244,375mL,24
1070884944,1070,Three Olives Vodka w3 50mls,8849,750mL + 3/,44
1071844741,1071,Straw Boys Vodka,8447,750mL,41
1072123913,1072,Bruichladdich Wee Laddie Box,1239,200mL 3 Pk,13
1072372260,10723,R M Woodbridge Chard,7226,1.5L,0
1073844641,1073,Straw Boys Poitin,8446,750mL,41
1074122041,1074,Brothership Whiskey,1220,750mL,41
1076156733,1076,Capt Morgan Jack O Blast,1567,50mL,33
1078341541,1078,Ezra Brooks Bourbon Cream,3415,750mL,41
1079938941,1079,Weller Antique -Hanover Chop,9389,750mL,41
1081231443,1081,Chivas Regal with2 50mLs,2314,750mL + 2/,43
1082129241,1082,Bushmills Blackbush VAP,1292,750mL,41
1084247841,1084,Cointreau Liqueur with Carafe,2478,750mL,41
1086436041,1086,Hennessy VSOP Privilege VAP,4360,750mL,41
1088330141,1088,El Jimador Anejo Tequila,3301,750mL,41
1089578550,10895,Schmitt Sohne Relax Mosel,7855,1.5L,0
1090549841,1090,Licor 43 Liqueur Gift Pack,5498,750mL,41
1091165826,1091,Casa Noble 3 Btl Club Pack,1658,375mL 3 Pk,26
1092770541,10927,Barefoot Sparklng Pnt Grigio,705,750mL,41
1093661535,1093,Old St Andrew 3 Mini Barrels,6615,50mL 3 Pk,35
1094372241,1094,Four Roses Single Barrel Brb,3722,750mL,41
1095823941,1095,Southern Comfort wShaker,8239,750mL,41
1096340241,1096,Evan Williams Egg Nog,3402,750mL,41
1101637630,11016,Franzia Fruity Red Sangria,3763,1.5L,0
1103784041,11037,Beringer Classic Cab Svgn,840,750mL,41
1103884341,11038,Beringer Classic Merlot,843,750mL,41
1107252850,1107,Common Man Slctn Woodford Rs,2528,Liter,50
1111687141,1111,Penn Dutch Egg Nog,6871,750mL,41
1114113060,11141,C K Mondavi Chard,1306,1.5L,0
1114294641,1114,DiSaronno Etro Icon VAP,2946,750mL,41
1115315340,11153,Canyon Rd Chard,1534,1.5L,0
1115415330,11154,Canyon Rd Cab Svgn,1533,1.5L,0
1115615410,11156,Canyon Rd Wh Znfdl,1541,1.5L,0
1116353341,11163,B Side Cab Svgn,533,750mL,41
1116428241,11164,Ame Neyers Cab Svgn Napa,282,750mL,41
1117484810,11174,Sutter Home Sweet Red,8481,1.5L,0
1119631841,11196,Angelini Pnt Grigio Veneto,318,750mL,41
1120485641,1120,Jesse James Spiced Bourbon,4856,750mL,41
1121661733,1121,Old St Andrews Tumbler Pack,6617,50mL,33
1124578841,1124,Manchester Conn Wild Turkey,5788,750mL,41
1125467741,1125,Jack Daniels Equity VAP,4677,750mL,41
1127416041,1127,Granny's Gingerbread Cream,4160,750mL,41
1128818341,1128,Smugglers Notch Gin,8183,750mL,41
1129818541,1129,Smugglers Notch Rum,8185,750mL,41
1130818241,1130,Smugglers Notch Bourbon,8182,750mL,41
1131076541,11310,Beaulieu Tapestry 05 Rsv,765,750mL,41
1132154641,11321,BV GDL Private Rsv Cab Svgn,546,750mL,41
1132467925,1132,Jack Daniels Honey & Fire Pk,4679,375mL 2 Pk,25
1135734441,1135,Rebel Reserve Bourbon,7344,750mL,41
1136576919,1136,Malibu 50ml Sampler Pack,5769,250mL,19
1136576937,1136,Malibu 50ml Sampler Pack,5769,50mL 5 Pk,37
1141484441,11414,Beringer Classic Moscato,844,750mL,41
1148660841,1148,Old New England Egg Nog,6608,750mL,41
1148813050,11488,C K Mondavi Cab Svgn,1305,1.5L,0
1152982441,11529,Benvolio Pnt Grigio Friuli,824,750mL,41
1158660641,1158,Old New England Choc Egg Nog,6606,750mL,41
1164295741,1164,Dingle Original PotStill Gin,2957,750mL,41
1168660341,1168,Old Grand Dad Bonded,6603,750mL,41
1173950850,1173,Woodford Rsv Cotton Restrant,9508,Liter,50
1174924338,11749,Almaden Pnt Grigio B/B,243,5L,38
1176121841,1176,Brora 37 Yr Old Single Malt,1218,750mL,41
1176916256,11769,Carpene Malvolti Prosecco,1625,187mL,6
1178340141,1178,Evan Williams Black Label B,3401,750mL,41
1180138841,11801,Arabella Chard,388,750mL,41
1180838941,11808,Arabella Shiraz,389,750mL,41
1181502141,1181,Kahlua Peppermint Mocha,5021,750mL,41
1185154341,1185,Caol Ila 17 Yr Single Malt,1543,750mL,41
1185618541,11856,Albola Chianti,185,750mL,41
1186340441,1186,Evan Williams Single Barrel,3404,750mL,41
1188840541,1188,Stolichnaya 802 Glass Pack,8405,750mL,41
1189573713,1189,Mad River 3 Pack Revolution,5737,200mL 3 Pk,13
1191721840,11917,Ch de Beaucastel Pape Rouge,2184,1.5L,0
1193246241,1193,Clynelish Cask Strgth Scotch,2462,750mL,41
1210332841,1210,Elmer T Lee Bourbon,3328,750mL,41
1211655160,12116,Lindemans Bin 85 Pnt Grigio,5516,1.5L,0
1211735541,12117,Antinori Cervaro della Salla,355,750mL,41
1212294241,1212,DiSaronna Amaretto Sour VAP,2942,750mL,41
1212369041,12123,Barefoot Cellars Rsl,690,750mL,41
1212538720,12125,Gallo Family Vyds Sweet Red,3872,1.5L,0
1213980310,12139,Silver Oak Cab Svgn Napa Vly,8031,1.5L,0
1215906941,1215,Tullibardine Sherry Finish,9069,750mL,41
1217278641,1217,Dalwhinnie 25 Yr Single Malt,2786,750mL,41
1220317608,12203,Cavit Prosecco Lunetta,1760,187mL 3 Pk,8
1220950241,1220,Woodford Reserve Bourbon,9502,750mL,41
1221193027,12211,Black Box Rsl,930,3L,27
1221293227,12212,Black Box Svgn Bl,932,3L,27
1222031441,12220,Angeline Pnt Nr,314,750mL,41
1222463641,12224,Banfi Centine Bianco Toscana,636,750mL,41
1223484841,12234,Beringer Classic Svgn Bl,848,750mL,41
1225674430,12256,Rex Goliath Pnt Grigio Free,7443,1.5L,0
1225774370,12257,Rex Goliath Merlot,7437,1.5L,0
1225874320,12258,Rex Goliath Cab Svgn Free Ra,7432,1.5L,0
1225974340,12259,Rex Goliath Chard Free Range,7434,1.5L,0
1226547241,1226,Lexington Bourbon,5472,750mL,41
1228403241,1228,Glenfiddich Ancient RSV 18,4032,750mL,41
1230751041,12307,Avinyo Cava Brut,510,750mL,41
1231468224,1231,Jack Daniels No 7 Black,4682,375mL,24
1232468241,1232,Jack Daniels No 7 Black,4682,750mL,41
1237468741,1237,Jack Daniels Single Barrel,4687,750mL,41
1238873633,1238,The Glenlivet 12 Yr Single,8736,50mL,33
1238993390,12389,Volpe Rossa Pnt Grigio,9339,1.5L,0
1239109841,1239,Booker's Bourbon,1098,750mL,41
1239441241,12394,Argiolas SerraLori Rose 13,412,750mL,41
1240126341,12401,Altos del Cuco Red,263,750mL,41
1240740641,1240,Remy Martin VSOP Gift Pack,7406,750mL,41
1243701541,1243,Pinnacle Pumpkin Pie,7015,750mL,41
1244469341,1244,Jack Daniels Winter Jack,4693,750mL,41
1245704141,1245,Pittyvaich 25 Yr Single Malt,7041,750mL,41
1248906841,1248,Tullibardine Sauterne Finish,9068,750mL,41
1250531941,12505,Angelini Pnt Nr Veneto,319,750mL,41
1251132041,12511,Angelini Sangiovese Pesaresi,320,750mL,41
1251711941,1251,Port Ellen 32 Yr Single Malt,7119,750mL,41
1252486741,1252,Jim Beam Bonded Bourbon,4867,750mL,41
1253906741,1253,Tullibardine Burgundy Finish,9067,750mL,41
1258486641,1258,Jim Beam Black,4866,750mL,41
1258613370,12586,C Y Toro Frontera Malbec,1337,1.5L,0
1259829313,1259,St George Gin 3/200mls Combo,8293,200mL 3 Pk,13
1260659841,1260,Old Forester Birthday 2016,6598,750mL,41
1261487633,1261,Jim Beam Kentucky Fire,4876,50mL,33
1262360841,1262,Fitch's Goat Moonshine,3608,750mL,41
1263869641,1263,The Cally 40 Yr Single Malt,8696,750mL,41
1264695241,12646,Blackbird Vyds Arise Red,952,750mL,41
1267360741,1267,Fitch's Goat 100% Corn Whsky,3607,750mL,41
1269483441,1269,Jeffersons Bourbon,4834,750mL,41
1271483541,1271,Jeffersons Reserve Bourbon,4835,750mL,41
1274650741,1274,No. 14 Bourbon,6507,750mL,41
1274768541,12747,Barefoot Cellars Pnt Nr,685,750mL,41
1276468733,1276,Jack Daniels Single Barrel,4687,50mL,33
1277503841,1277,Kavalan Ex-Bourbon Oak Whsky,5038,750mL,41
1279951041,1279,Woodford Rsv MC Brandy Fnish,9510,750mL,41
1280373260,12803,Ravenswood Vntrs Blend Znfdl,7326,1.5L,0
1282811741,1282,Small Batch 1792,8117,750mL,41
1290157400,12901,Madria Sangria,5740,1.5L,0
1294485141,1294,Jeremiah Weed Bourbon,4851,750mL,41
1296857641,1296,Tap 357 Maple Rye Whisky,8576,750mL,41
1297486633,1297,Jim Beam Black,4866,50mL,33
1299414241,12994,Acrobat Pnt Gris Oregon,142,750mL,41
1300532241,1300,Ladyburn 41 Yr Old Scotch,5322,750mL,41
1304485241,1304,Jeremiah Weed Sarsaparilla,4852,750mL,41
1308641641,13086,Armand De Brignac Brut,416,750mL,41
1309576541,1309,Makers Mark Cask Strength,5765,750mL,41
1310740841,1310,Remy Martin XO Excelence VAP,7408,750mL,41
1312977060,13129,Salmon Creek Cab Svgn Cal,7706,1.5L,0
1316367441,13163,Barefoot Bubbly Moscato,674,750mL,41
1317291010,13172,Two Vines Vineyard 10 Red,9101,1.5L,0
1318124741,13181,Alpataco Pnt Nr,247,750mL,41
1318324641,13183,Alpataco Malbec,246,750mL,41
1322424841,13224,Alphonse Dolly Pnt Nr,248,750mL,41
1322525041,13225,Alphonse Dolly Sancerre Cvee,250,750mL,41
1325136641,13251,Apaltagua Envero Gran Rsv,366,750mL,41
1326859241,13268,Backhouse Chard,592,750mL,41
1327059141,13270,Backhouse Cab Svgn,591,750mL,41
1328663341,1328,Ole Smoky Peach Moonshine,6633,750mL,41
1331013090,13310,C K Mondavi Scarlet Five Red,1309,1.5L,0
1334425120,13344,Columbia Crest Two Vines Rsl,2512,1.5L,0
1336411041,1336,Gr Marnier Cordon Rouge VAP,4110,750mL,41
1339873650,1339,The Glenlivet 12 Yr Single,8736,Liter,50
1340487541,1340,Jim Beam Jacob's Ghost,4875,750mL,41
1342503641,1342,Kavalan Classic Single Malt,5036,750mL,41
1342754930,13427,Liberty School Cab Svgn,5493,1.5L,0
1343016641,13430,Agua de Piedra Malbec Selccn,166,750mL,41
1343468650,1343,Jack Daniels Sinatra Select,4686,Liter,50
1346172300,13461,R M Woodbridge Moscato,7230,1.5L,0
1346516241,1346,Knob Creek Bourbon,5162,750mL,41
1348516224,1348,Knob Creek Bourbon,5162,375mL,24
1349426241,13494,Altocedro Malbec Reserva,262,750mL,41
1355516233,1355,Knob Creek Bourbon,5162,50mL,33
1356789741,13567,Bila-Haut Cotes Roussillon,897,750mL,41
1359096941,13590,Bliss Cab Svgn,969,750mL,41
1359297141,13592,Bliss Merlot,971,750mL,41
1359497041,13594,Bliss Chard,970,750mL,41
1359516341,1359,Knob Creek Rye,5163,750mL,41
1361414341,13614,Acrobat Pnt Nr Ore,143,750mL,41
1364106641,1364,Bols Pumpkin Spice,1066,750mL,41
1365425241,13654,Alta Vista Malbec Mendoza,252,750mL,41
1365840137,1365,Stoli Mini Bar 5/50mLs Pack,8401,50mL 5 Pk,37
1366737633,1366,Red Stag by Jim Beam,7376,50mL,33
1369754880,13697,Liberty Creek Vyds Moscato,5488,1.5L,0
1370054890,13700,Liberty Creek Vyds Sweet Red,5489,1.5L,0
1371873920,13718,Redwood Creek Malbec,7392,1.5L,0
1372389127,13723,Big House Red,891,3L,27
1372489327,13724,Big House White,893,3L,27
1373161960,13731,Monkey Bay Svgn Bl,6196,1.5L,0
1373487441,1373,Jim Beam Honey,4874,750mL,41
1375486441,1375,Jim Beam,4864,750mL,41
1377963841,13779,Banfi Centine Rose Toscana,638,750mL,41
1378486424,1378,Jim Beam,4864,375mL,24
1379395650,13793,Yellow Tail Svgn Bl,9565,1.5L,0
1379488241,1379,Jim Beam Traveler,4882,750mL,41
1379595680,13795,Yellow Tail Tree Free Chard,9568,1.5L,0
1382576341,1382,Makers 46,5763,750mL,41
1382643229,13826,Hazlitt Vyds Red Cat Finger,4322,187mL 4 Pk,9
1383531510,13835,Down Under Cellars Shiraz,3151,1.5L,0
1383672540,13836,R Mondavi Private Sel Pnt Nr,7254,1.5L,0
1383713390,13837,C Y Toro Frontera Pnt Grigio,1339,1.5L,0
1383814441,1383,Smirnoff Red White & Berry,8144,750mL,41
1384126141,1384,Bulleit 95 Rye,1261,750mL,41
1385576441,1385,Makers Mark,5764,750mL,41
1386394041,1386,George Dickel No 8 Bourbon,3940,750mL,41
1389576433,1389,Makers Mark,5764,50mL,33
1390576450,1390,Makers Mark,5764,Liter,50
1392737541,1392,Red Stag Hardcore Cider,7375,750mL,41
1393038660,13930,Gallo Copperidge Pnt Grigio,3866,1.5L,0
1393315380,13933,Canyon Rd Pnt Grigio,1538,1.5L,0
1393486412,1393,Jim Beam,4864,200mL,12
1394092427,13940,Black Box Malbec,924,3L,27
1394576424,1394,Makers Mark,5764,375mL,24
1395659541,1395,Old Crow,6595,750mL,41
1396395560,13963,Yellow Tail Pnt Nr,9556,1.5L,0
1397487641,1397,Jim Beam Kentucky Fire,4876,750mL,41
1398126441,13981,Alverdi Pnt Grigio,264,750mL,41
1399088841,13990,Big Claw White,888,750mL,41
1399464141,13994,Banfi Chianti Superiore,641,750mL,41
1399487941,1399,Jim Beam Signature Craft,4879,750mL,41
1400637641,14006,Apothic Winemakers Red Blend,376,750mL,41
1403133541,14031,Annabella Cab Svgn Napa,335,750mL,41
1404951241,1404,Woodford Rsv Master Coll Pnt,9512,750mL,41
1405060241,14050,Baileyana Firepeak Cve Chard,602,750mL,41
1411996386,14119,Zonin Prosecco Brut,9638,187mL,6
1412034441,14120,Antica Cab Svgn Napa Valley,344,750mL,41
1412134541,14121,Antica Chard Napa Valley,345,750mL,41
1412648041,14126,Attitude 13 Rose Jolivet,480,750mL,41
1415660241,1415,Old Grand Dad,6602,750mL,41
1421221441,14212,Allan Scott Svgn Bl,214,750mL,41
1423525796,14235,Copa di Vino Cab Svgn,2579,187mL,6
1423625806,14236,Copa di Vino Chard,2580,187mL,6
1424126224,1424,Bulleit Bourbon,1262,375mL,24
1425415941,1425,Granite Lightning Whiskey,4159,750mL,41
1435224650,14352,Coastal Vines White Zinfande,2465,1.5L,0
1441054920,14410,Liberty Crk Vyd Pnt Grigio,5492,1.5L,0
1441154870,14411,Liberty Creek Vyd Pnt Noir,5487,1.5L,0
1441955490,14419,Livingston Cellars Pinot Nr,5549,1.5L,0
1442055540,14420,Livingston Clrs Pnt Grigio,5554,1.5L,0
1443970841,14439,Barefoot Sweet Red,708,750mL,41
1447577341,14475,Belcreme de Lys Chard,773,750mL,41
1460659941,1460,Old Forester Bourbon,6599,750mL,41
1462616080,14626,Carlo Rossi Sweet Red,1608,1.5L,0
1464888341,1464,Tin Cup Whiskey,8883,750mL,41
1465442541,14654,Arrogant Frog Chardonnay,425,750mL,41
1465542641,14655,Arrogant Frog Pnt Nr,426,750mL,41
1465950724,1465,Woodford Rsv Bourbon,9507,375mL,24
1467084699,14670,Sutter Home Moscato,8469,187mL 4 Pk,9
1468179680,14681,Shafer Hillside Cab Svgn 06,7968,1.5L,0
1468516441,1468,Knob Creek Single Barrel Rsv,5164,750mL,41
1470574350,14705,Rex Goliath Free Range Red,7435,1.5L,0
1471926041,14719,Alto Moncayo Veraton Garnach,260,750mL,41
1474393841,1474,George Dickel #12 Sour Mash,3938,750mL,41
1483284136,1483,DeKuyper Cane Trial Pack,2841,50mL 4 Pk,36
1489268041,1489,Crown Royal Cornerstone Blnd,2680,750mL,41
1489591750,14895,Vendange Pnt Grigio,9175,1.5L,0
1492874341,1492,The Glenlivet Oloroso Nadu,8743,750mL,41
1493095520,14930,Yellow Tail Moscato,9552,1.5L,0
1494440241,1494,Hibiki 12Yr Japanese Whisky,4402,750mL,41
1498483215,1498,Jefferson's Wood Experiment,4832,200mL 5 Pk,15
1498840841,14988,Argiano Non Confunditur Rsso,408,750mL,41
1499166041,14991,Banshee Pnt Nr Sonoma Cnty,660,750mL,41
1499364036,14993,Neirano Prosecco,6403,187mL,6
1500652641,15006,B & G Pouilly Fuisse,526,750mL,41
1502031241,15020,Angeline Chard Cal,312,750mL,41
